tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,target,features
tt13595882,movie,Suga Babies,Suga Babies,0,2021,\N,77.0,Drama,2.6,65,0,"[65.0,0.0,2021.0,77.0]"
tt13612544,movie,Diversamente,Diversamente,0,2021,\N,85.0,Comedy,4.2,53,0,"[53.0,0.0,2021.0,85.0]"
tt13621824,movie,Good Savage,Good Savage,0,2023,\N,107.0,Comedy,6.4,69,0,"[69.0,0.0,2023.0,107.0]"
tt13624624,movie,The Wire,The Wire,0,2021,\N,75.0,Documentary,7.2,75,0,"[75.0,0.0,2021.0,75.0]"
tt13649566,movie,All About My Mother,Guan yu wo ma de yi qie,0,2021,\N,120.0,Drama,6.5,89,0,"[89.0,0.0,2021.0,120.0]"
tt13656056,movie,El color del cielo,El color del cielo,0,2022,\N,86.0,Drama,5.8,53,0,"[53.0,0.0,2022.0,86.0]"
tt13660090,movie,Sancocho presidencial,Sancocho presidencial,0,2021,\N,90.0,Comedy,7.8,51,1,"[51.0,0.0,2021.0,90.0]"
tt13660896,movie,Anna,Anna,0,2023,\N,119.0,Drama,7.1,83,0,"[83.0,0.0,2023.0,119.0]"
tt13683098,movie,The Old Mans Dog,Cau Vang,0,2021,\N,96.0,Drama,3.3,84,0,"[84.0,0.0,2021.0,96.0]"
tt13688748,movie,Is Mindfulness Right for You?,Is Mindfulness Right for You?,0,2021,\N,81.0,Documentary,6.5,72,0,"[72.0,0.0,2021.0,81.0]"
tt13710918,movie,Ameera,Ameera,0,2021,\N,91.0,Drama,5.8,90,0,"[90.0,0.0,2021.0,91.0]"
tt13751700,tvMovie,Saturday Knight Takeaway,Saturday Knight Takeaway,0,2021,\N,25.0,Comedy,6.2,50,0,"[50.0,0.0,2021.0,25.0]"
tt13800230,movie,Connecting Flights,Connecting Flights,0,2021,\N,95.0,Drama,7.2,70,0,"[70.0,0.0,2021.0,95.0]"
tt13802544,movie,LasVegas,LasVegas,0,2023,\N,98.0,Drama,6.7,60,0,"[60.0,0.0,2023.0,98.0]"
tt13806424,movie,By the Grace of...,By the Grace of...,0,2021,\N,89.0,Drama,6.7,50,0,"[50.0,0.0,2021.0,89.0]"
tt13810700,movie,Seflerin Sefi,Seflerin Sefi,0,2021,\N,118.0,Comedy,5.0,79,0,"[79.0,0.0,2021.0,118.0]"
tt13821398,tvMovie,Mich hat keiner gefragt,Mich hat keiner gefragt,0,2021,\N,88.0,Comedy,5.5,52,0,"[52.0,0.0,2021.0,88.0]"
tt13830516,movie,Locked In,Fermati qui,0,2022,\N,92.27826086956522,Drama,5.1,60,0,"[60.0,0.0,2022.0,92.27826086956522]"
tt13839536,movie,Hurricane F.Y.T.,L'Ouragan F.Y.T.,0,2023,\N,110.0,Drama,7.3,87,0,"[87.0,0.0,2023.0,110.0]"
tt13847298,movie,Wes Is Dying,Wes Schlagenhauf Is Dying,0,2022,\N,78.0,Comedy,6.6,50,0,"[50.0,0.0,2022.0,78.0]"
tt13848044,movie,Luchadoras,Luchadoras,0,2021,\N,93.0,Documentary,6.7,79,0,"[79.0,0.0,2021.0,93.0]"
tt13848204,movie,The Day and the Night,Il giorno e la notte,0,2021,\N,98.0,Drama,6.1,55,0,"[55.0,0.0,2021.0,98.0]"
tt13859800,tvMovie,Das Boot: Welterfolg aus der Tiefe,Das Boot: Welterfolg aus der Tiefe,0,2021,\N,54.0,Documentary,7.5,62,0,"[62.0,0.0,2021.0,54.0]"
tt13863404,movie,Outbreak: The Virus That Shook the World,Outbreak: The Virus That Shook the World,0,2021,\N,80.0,Documentary,5.7,74,0,"[74.0,0.0,2021.0,80.0]"
tt13872498,movie,Oasis of Now,Oasis of Now,0,2023,\N,90.0,Drama,6.0,68,0,"[68.0,0.0,2023.0,90.0]"
tt13878548,movie,Smile or Hug,Smile or Hug,0,2022,\N,77.0,Comedy,5.6,70,0,"[70.0,0.0,2022.0,77.0]"
tt13882316,movie,Who Owns My Village?,Wem gehört mein Dorf?,0,2021,\N,96.0,Documentary,7.7,58,1,"[58.0,0.0,2021.0,96.0]"
tt13885330,movie,Charlie,Charlie,0,2022,\N,93.0,Drama,6.9,50,0,"[50.0,0.0,2022.0,93.0]"
tt13886100,tvMovie,Katie Price: Harvey and Me,Katie Price: Harvey and Me,0,2021,\N,58.0,Documentary,7.3,58,0,"[58.0,0.0,2021.0,58.0]"
tt13889482,movie,Adam + Eve,Adam + Eve,0,2022,\N,120.0,Drama,7.1,76,0,"[76.0,0.0,2022.0,120.0]"
tt13904494,movie,The Sodomite Deception,The Sodomite Deception,0,2021,\N,201.0,Documentary,5.5,58,0,"[58.0,0.0,2021.0,201.0]"
tt13915640,movie,The Male Gaze: Hide and Seek,The Male Gaze: Hide and Seek,0,2021,\N,92.0,Drama,6.3,69,0,"[69.0,0.0,2021.0,92.0]"
tt13917134,movie,Big Red Envelope,Da hong bao,0,2021,\N,122.0,Comedy,4.6,82,0,"[82.0,0.0,2021.0,122.0]"
tt13926778,movie,Ghosts of Nusaybin,Nusaybin Cinleri,0,2021,\N,45.0,Documentary,4.4,64,0,"[64.0,0.0,2021.0,45.0]"
tt13927206,movie,En Algún Sitio,En Algún Sitio,0,2021,\N,130.0,Drama,5.3,80,0,"[80.0,0.0,2021.0,130.0]"
tt13932848,movie,Aliens vs. Bigfoot,Aliens vs. Bigfoot,0,2021,\N,77.0,Documentary,5.1,50,0,"[50.0,0.0,2021.0,77.0]"
tt13938062,movie,L'afide e la formica,L'afide e la formica,0,2021,\N,90.0,Drama,6.7,68,0,"[68.0,0.0,2021.0,90.0]"
tt13962432,movie,Going Om,Going Om,0,2021,\N,92.27826086956522,Documentary,7.3,53,0,"[53.0,0.0,2021.0,92.27826086956522]"
tt13964052,movie,Creature from Big Muddy: An Illinois Bigfoot Legend,Creature from Big Muddy: An Illinois Bigfoot Legend,0,2021,\N,63.0,Documentary,5.7,55,0,"[55.0,0.0,2021.0,63.0]"
tt13970824,movie,Walk the Tideline,Meren tuomat,0,2021,\N,56.0,Documentary,6.6,69,0,"[69.0,0.0,2021.0,56.0]"
tt13972930,movie,Heavy Duty Lovers,Heavy Duty Lovers,0,2021,\N,106.0,Comedy,4.7,52,0,"[52.0,0.0,2021.0,106.0]"
tt13973404,movie,Zuhur's Daughters,Zuhurs Töchter,0,2021,\N,89.0,Documentary,7.1,58,0,"[58.0,0.0,2021.0,89.0]"
tt13991372,movie,Los Plebes,Los Plebes,0,2021,\N,75.0,Documentary,6.2,50,0,"[50.0,0.0,2021.0,75.0]"
tt14006632,movie,One with the Whale,One with the Whale,0,2023,\N,90.0,Documentary,7.7,71,1,"[71.0,0.0,2023.0,90.0]"
tt14011882,movie,Roger Federer. The Reunion.,Roger Federer. The Reunion.,0,2021,\N,92.27826086956522,Documentary,7.4,72,0,"[72.0,0.0,2021.0,92.27826086956522]"
tt14017116,movie,We Are Gathered Here Today,We Are Gathered Here Today,0,2022,\N,74.0,Drama,5.7,50,0,"[50.0,0.0,2022.0,74.0]"
tt14021436,movie,Stendap pod prikrytiyem,Stendap pod prikrytiyem,0,2021,\N,90.0,Comedy,4.9,68,0,"[68.0,0.0,2021.0,90.0]"
tt14022920,movie,Slam,Derrapada,0,2022,\N,103.0,Drama,7.0,56,0,"[56.0,0.0,2022.0,103.0]"
tt14030552,movie,Kid Candidate,Kid Candidate,0,2021,\N,67.0,Documentary,7.1,63,0,"[63.0,0.0,2021.0,67.0]"
tt14033476,movie,Toscana,Toscana,0,2022,\N,82.0,Comedy,6.1,86,0,"[86.0,0.0,2022.0,82.0]"
tt14036870,movie,Mr. Birthday,Mr. Birthday,0,2021,\N,93.0,Comedy,5.1,83,0,"[83.0,0.0,2021.0,93.0]"
tt14037076,movie,¿Por qué la vida es así?,¿Por qué la vida es así?,0,2022,\N,97.0,Documentary,8.3,72,1,"[72.0,0.0,2022.0,97.0]"
tt14038568,movie,District Terminal,Mantagheye payani,0,2021,\N,117.0,Drama,6.0,79,0,"[79.0,0.0,2021.0,117.0]"
tt14039322,tvMovie,Subnormal,Subnormal,0,2021,\N,59.0,Documentary,5.9,89,0,"[89.0,0.0,2021.0,59.0]"
tt14039944,movie,Holy Dilemma,Holy Dilemma,0,2022,\N,89.0,Documentary,7.3,90,0,"[90.0,0.0,2022.0,89.0]"
tt14040086,tvMovie,Saints & Sinners Judgment Day,Saints & Sinners Judgment Day,0,2021,\N,88.0,Drama,6.5,81,0,"[81.0,0.0,2021.0,88.0]"
tt14043896,movie,Theo and the Metamorphosis,Théo et les métamorphoses,0,2021,\N,96.0,Drama,5.6,86,0,"[86.0,0.0,2021.0,96.0]"
tt14064214,movie,Genderation,Genderation,0,2021,\N,88.0,Documentary,6.2,78,0,"[78.0,0.0,2021.0,88.0]"
tt14067714,movie,Searching for Sasquatch,Searching for Sasquatch,0,2021,\N,45.0,Documentary,5.4,58,0,"[58.0,0.0,2021.0,45.0]"
tt14070996,movie,Hanging on to Love,Hanging on to Love,0,2022,\N,92.27826086956522,Comedy,3.4,64,0,"[64.0,0.0,2022.0,92.27826086956522]"
tt14104764,movie,Delphine's Prayers,Les prières de Delphine,0,2021,\N,90.0,Documentary,7.1,63,0,"[63.0,0.0,2021.0,90.0]"
tt14104780,movie,From the Wild Sea,From the Wild Sea,0,2021,\N,78.0,Documentary,6.6,51,0,"[51.0,0.0,2021.0,78.0]"
tt14117942,movie,5 miljoner steg,5 miljoner steg,0,2021,\N,58.0,Documentary,7.2,55,0,"[55.0,0.0,2021.0,58.0]"
tt14122284,movie,Rock Bottom Riser,Rock Bottom Riser,0,2021,\N,70.0,Documentary,6.4,75,0,"[75.0,0.0,2021.0,70.0]"
tt14142932,movie,Nimmuru,Nimmuru,0,2021,\N,159.0,Drama,8.8,90,1,"[90.0,0.0,2021.0,159.0]"
tt14146670,movie,Charcoal Skies,Charcoal Skies,0,2022,\N,100.0,Drama,7.0,65,0,"[65.0,0.0,2022.0,100.0]"
tt14179602,movie,Inhabitants: An Indigenous Perspective,Inhabitants: An Indigenous Perspective,0,2021,\N,76.0,Documentary,8.5,53,1,"[53.0,0.0,2021.0,76.0]"
tt14187472,movie,For Love,For Love,0,2022,\N,90.0,Documentary,8.3,67,1,"[67.0,0.0,2022.0,90.0]"
tt14200364,movie,Fulci Talks,Fulci Talks,0,2021,\N,80.0,Documentary,6.9,83,0,"[83.0,0.0,2021.0,80.0]"
tt14202596,movie,Jaimen Hudson: From Sky to Sea,Jaimen Hudson: From Sky to Sea,0,2021,\N,90.0,Documentary,9.3,70,1,"[70.0,0.0,2021.0,90.0]"
tt14209306,movie,Avwanchhit,Avwanchhit,0,2021,\N,118.0,Drama,8.5,54,1,"[54.0,0.0,2021.0,118.0]"
tt14210794,movie,Alanti Sitralu,Alanti Sitralu,0,2021,\N,141.0,Drama,7.8,68,1,"[68.0,0.0,2021.0,141.0]"
tt14212580,movie,Fast fashion - Les dessous de la mode à bas prix,Fast fashion - Les dessous de la mode à bas prix,0,2021,\N,92.0,Documentary,7.8,58,1,"[58.0,0.0,2021.0,92.0]"
tt14215872,movie,Mirador,Mirador,0,2021,\N,94.0,Drama,7.5,58,0,"[58.0,0.0,2021.0,94.0]"
tt14219726,movie,70/30,70/30,0,2021,\N,98.0,Documentary,5.8,53,0,"[53.0,0.0,2021.0,98.0]"
tt14246570,movie,Hotel Iris,Hotel Iris,0,2021,\N,100.0,Drama,5.3,77,0,"[77.0,0.0,2021.0,100.0]"
tt14246952,movie,Drifting Snow,Drifting Snow,0,2021,\N,75.0,Drama,4.4,65,0,"[65.0,0.0,2021.0,75.0]"
tt14247490,movie,"Look Away, Look Away","Look Away, Look Away",0,2021,\N,89.0,Documentary,6.0,67,0,"[67.0,0.0,2021.0,89.0]"
tt14264676,movie,Not an Artist,Not an Artist,0,2023,\N,97.0,Comedy,5.6,60,0,"[60.0,0.0,2023.0,97.0]"
tt14266422,movie,Soy libre,Soy libre,0,2021,\N,78.0,Documentary,7.1,69,0,"[69.0,0.0,2021.0,78.0]"
tt14269046,movie,The Girl in the Fountain,The Girl in the Fountain,0,2021,\N,80.0,Documentary,6.9,78,0,"[78.0,0.0,2021.0,80.0]"
tt14273188,tvMovie,Für immer Eltern,Für immer Eltern,0,2021,\N,88.0,Comedy,5.6,90,0,"[90.0,0.0,2021.0,88.0]"
tt14273830,movie,Den Goroda,Den Goroda,0,2021,\N,92.0,Comedy,5.1,70,0,"[70.0,0.0,2021.0,92.0]"
tt14286844,movie,The Children of God,Los niños de Dios,0,2021,\N,69.0,Documentary,5.1,52,0,"[52.0,0.0,2021.0,69.0]"
tt14293072,movie,Blueberry,Blueberry,0,2021,\N,71.0,Drama,5.6,57,0,"[57.0,0.0,2021.0,71.0]"
tt14297014,movie,Leave the Door Open,Leave the Door Open,0,2021,\N,64.0,Documentary,6.7,71,0,"[71.0,0.0,2021.0,64.0]"
tt14302272,movie,Taboo 3 the Unforgettable Act,Taboo 3: The Unforgettable Act,0,2021,\N,83.0,Drama,5.8,63,0,"[63.0,0.0,2021.0,83.0]"
tt14303576,movie,Fly So Far,Fly So Far,0,2021,\N,88.0,Documentary,7.8,66,1,"[66.0,0.0,2021.0,88.0]"
tt14309060,movie,Flaky,Flaky,0,2021,\N,76.0,Drama,5.2,70,0,"[70.0,0.0,2021.0,76.0]"
tt14315102,movie,The Hatcher,Matecznik,0,2022,\N,80.0,Drama,5.5,54,0,"[54.0,0.0,2022.0,80.0]"
tt14316122,movie,Beyond Sixty,Beyond Sixty,0,2021,\N,77.0,Documentary,6.7,58,0,"[58.0,0.0,2021.0,77.0]"
tt14317220,movie,I'm Wanita,I'm Wanita,0,2021,\N,88.0,Documentary,8.1,63,1,"[63.0,0.0,2021.0,88.0]"
tt14317618,movie,Göz Açip Kapayincaya Kadar,Göz Açip Kapayincaya Kadar,0,2021,\N,74.0,Documentary,7.2,79,0,"[79.0,0.0,2021.0,74.0]"
tt14323902,movie,A Film Like This,Um Filme em Forma de Assim,0,2022,\N,101.0,Drama,5.9,84,0,"[84.0,0.0,2022.0,101.0]"
tt14330866,movie,Sundarboner Goppo,Sundarboner Goppo,0,2021,\N,106.0,Drama,7.9,55,1,"[55.0,0.0,2021.0,106.0]"
tt14332684,tvMovie,Extraklasse 2+,Extraklasse 2+,0,2021,\N,89.0,Comedy,5.6,69,0,"[69.0,0.0,2021.0,89.0]"
tt14336298,tvMovie,Generation Por Qué?,Generation Por Qué?,0,2021,\N,30.0,Comedy,7.2,61,0,"[61.0,0.0,2021.0,30.0]"
tt14340808,movie,If I Can't Have You: The Jodi Arias Story,If I Can't Have You: The Jodi Arias Story,0,2021,\N,88.0,Documentary,4.9,50,0,"[50.0,0.0,2021.0,88.0]"
tt14347138,movie,The Day After Quarantine,The Day After Quarantine,0,2021,\N,60.0,Comedy,2.7,66,0,"[66.0,0.0,2021.0,60.0]"
tt14356054,movie,Take My Breath,Take My Breath,0,2023,\N,96.0,Drama,9.1,79,1,"[79.0,0.0,2023.0,96.0]"
tt14366176,movie,Vivo,Vivo,0,2021,\N,80.0,Documentary,7.5,62,0,"[62.0,0.0,2021.0,80.0]"
tt14378408,movie,Gulal.com,Gulal.com,0,2021,\N,111.0,Comedy,8.3,52,1,"[52.0,0.0,2021.0,111.0]"
tt14390548,movie,Balloon Animal,Balloon Animal,0,2022,\N,88.0,Drama,6.0,89,0,"[89.0,0.0,2022.0,88.0]"
tt14401262,movie,Viva Forever,Viva Forever,0,2021,\N,97.0,Drama,6.2,56,0,"[56.0,0.0,2021.0,97.0]"
tt14402806,movie,Kenzeli,Kenzeli,0,2021,\N,109.0,Drama,5.1,58,0,"[58.0,0.0,2021.0,109.0]"
tt14403972,movie,The Right Mom,The Right Mom,0,2021,\N,81.0,Drama,5.3,73,0,"[73.0,0.0,2021.0,81.0]"
tt14406956,movie,Father Pablo,Father Pablo,0,2021,\N,103.0,Drama,6.7,52,0,"[52.0,0.0,2021.0,103.0]"
tt14412532,movie,The Rapist,The Rapist,0,2021,\N,132.0,Drama,6.9,64,0,"[64.0,0.0,2021.0,132.0]"
tt14412588,movie,Coming Home,Die Geschichte einer Familie,0,2023,\N,83.0,Drama,6.2,54,0,"[54.0,0.0,2023.0,83.0]"
tt14418464,movie,The Moon Is Upside Down,The Moon Is Upside Down,0,2023,\N,100.0,Comedy,6.4,81,0,"[81.0,0.0,2023.0,100.0]"
tt14430834,movie,Adult Adoption,Adult Adoption,0,2022,\N,90.0,Drama,7.2,65,0,"[65.0,0.0,2022.0,90.0]"
tt14432822,movie,Ode to the Spring,Ni shi wo de chun tian,0,2022,\N,122.0,Drama,4.4,56,0,"[56.0,0.0,2022.0,122.0]"
tt14439488,tvMovie,Le bruit des trousseaux,Le bruit des trousseaux,0,2021,\N,99.0,Drama,6.6,59,0,"[59.0,0.0,2021.0,99.0]"
tt14439530,movie,Ostrov - Lost Island,Ostrov - Lost Island,0,2021,\N,92.0,Documentary,7.4,83,0,"[83.0,0.0,2021.0,92.0]"
tt14439898,movie,Paraíso,Paraíso,0,2021,\N,84.0,Documentary,7.4,65,0,"[65.0,0.0,2021.0,84.0]"
tt14456288,movie,Alaska,Alaska,0,2023,\N,124.0,Drama,6.5,72,0,"[72.0,0.0,2023.0,124.0]"
tt14465908,movie,Stitch n' Bitch,Saumaklúbburinn,0,2021,\N,80.0,Comedy,5.4,51,0,"[51.0,0.0,2021.0,80.0]"
tt14479860,tvMovie,Chondopoton,Chondopoton,0,2021,\N,38.0,Drama,8.2,71,1,"[71.0,0.0,2021.0,38.0]"
tt14488200,movie,Júpiter,Júpiter,0,2022,\N,99.0,Drama,6.1,68,0,"[68.0,0.0,2022.0,99.0]"
tt14494898,movie,Lokillo: Nothing's the Same,Lokillo Florez: Nothing is the same,0,2021,\N,63.0,Comedy,5.0,68,0,"[68.0,0.0,2021.0,63.0]"
tt14495194,movie,Luccas Neto em: Duas Babás Muito Esquisitas,Luccas Neto em: Duas Babás Muito Esquisitas,0,2021,\N,83.0,Comedy,3.5,59,0,"[59.0,0.0,2021.0,83.0]"
tt14500114,movie,Everything Is Cinema,Everything Is Cinema,0,2021,\N,70.0,Drama,6.5,63,0,"[63.0,0.0,2021.0,70.0]"
tt14501468,movie,The Kids of Santa Fe: The Largest Unknown Mass Shooting,The Kids of Santa Fe: The Largest Unknown Mass Shooting,0,2021,\N,120.0,Documentary,6.7,50,0,"[50.0,0.0,2021.0,120.0]"
tt14506416,movie,VanRakshak,VanRakshak,0,2021,\N,93.0,Drama,7.7,55,1,"[55.0,0.0,2021.0,93.0]"
tt14507178,movie,Behind the Headlines,Behind the Headlines,0,2021,\N,90.0,Documentary,7.5,88,0,"[88.0,0.0,2021.0,90.0]"
tt14507448,movie,Waiting for Godot,Waiting for Godot,0,2021,\N,180.0,Drama,5.7,78,0,"[78.0,0.0,2021.0,180.0]"
tt14513172,movie,Poker Run,Poker Run,0,2021,\N,92.27826086956522,Comedy,6.2,62,0,"[62.0,0.0,2021.0,92.27826086956522]"
tt14518872,movie,Maret,Maret,0,2023,\N,120.0,Drama,5.3,57,0,"[57.0,0.0,2023.0,120.0]"
tt14523164,movie,Tom,Tom,0,2022,\N,87.0,Drama,5.9,62,0,"[62.0,0.0,2022.0,87.0]"
tt14532974,movie,Deadly Passion,Deadly Passion,0,2021,\N,89.0,Drama,6.1,73,0,"[73.0,0.0,2021.0,89.0]"
tt14552446,movie,Lilith's Ball: 7 Deadly Sins,Lilith's Ball: 7 Deadly Sins,0,2022,\N,82.0,Drama,2.5,53,0,"[53.0,0.0,2022.0,82.0]"
tt14552532,movie,Looking for Horses,Looking for Horses,0,2021,\N,88.0,Documentary,7.8,53,1,"[53.0,0.0,2021.0,88.0]"
tt14552724,movie,Julia & I,Julia&Jag,0,2021,\N,80.0,Documentary,7.0,51,0,"[51.0,0.0,2021.0,80.0]"
tt14560726,movie,El Silencio del Topo,El Silencio del Topo,0,2021,\N,91.0,Documentary,7.6,62,1,"[62.0,0.0,2021.0,91.0]"
tt14565248,movie,O Vento Assobiando nas Gruas,O Vento Assobiando nas Gruas,0,2023,\N,93.0,Drama,7.2,54,0,"[54.0,0.0,2023.0,93.0]"
tt14571578,movie,He's My Brother,He's My Brother,0,2021,\N,75.0,Documentary,8.1,51,1,"[51.0,0.0,2021.0,75.0]"
tt14574478,movie,The Last Shelter,Le dernier refuge,0,2021,\N,85.0,Documentary,6.6,74,0,"[74.0,0.0,2021.0,85.0]"
tt14580998,movie,The Goldfish: Dreaming of the Sea,Umibe no kingyo,0,2021,\N,77.0,Drama,5.7,74,0,"[74.0,0.0,2021.0,77.0]"
tt14584478,movie,On the Trail of Bigfoot: The Journey,On the Trail of Bigfoot: The Journey,0,2021,\N,95.0,Documentary,5.6,68,0,"[68.0,0.0,2021.0,95.0]"
tt14588796,movie,Creation is Violent: Anecdotes on Kinski's Final Years,Creation Is Violent: Anecdotes from Kinski's Final Years,0,2021,\N,81.0,Documentary,7.2,70,0,"[70.0,0.0,2021.0,81.0]"
tt14599510,movie,The Other Side of the River,The Other Side of the River,0,2021,\N,98.0,Documentary,6.9,69,0,"[69.0,0.0,2021.0,98.0]"
tt14614698,movie,The Way of Miracles,The Way of Miracles,0,2021,\N,82.0,Documentary,7.7,52,1,"[52.0,0.0,2021.0,82.0]"
tt14620048,movie,Takeaway,Takeaway,0,2022,\N,95.0,Drama,6.2,57,0,"[57.0,0.0,2022.0,95.0]"
tt14623056,movie,Accepted,Accepted,0,2021,\N,92.0,Documentary,7.5,86,0,"[86.0,0.0,2021.0,92.0]"
tt14631426,movie,MOVIE MAN,Corona Film Club,0,2021,\N,82.0,Documentary,6.5,51,0,"[51.0,0.0,2021.0,82.0]"
tt14631532,movie,The Dutch Boys,The Dutch Boys,0,2021,\N,98.0,Drama,6.8,83,0,"[83.0,0.0,2021.0,98.0]"
tt14636620,movie,First Lady 3,First Lady 3,0,2021,\N,107.0,Drama,7.4,67,0,"[67.0,0.0,2021.0,107.0]"
tt14657248,movie,Amores Permitidos,Amores Permitidos,0,2022,\N,91.0,Comedy,6.4,54,0,"[54.0,0.0,2022.0,91.0]"
tt14660746,movie,The Body Fights Back,The Body Fights Back,0,2021,\N,106.0,Documentary,4.1,50,0,"[50.0,0.0,2021.0,106.0]"
tt14662334,movie,The Business of Christmas 2,The Business of Christmas 2,0,2021,\N,85.0,Drama,6.9,50,0,"[50.0,0.0,2021.0,85.0]"
tt14668028,movie,Northern Affairs,Nouveau Québec,0,2021,\N,96.0,Drama,6.1,65,0,"[65.0,0.0,2021.0,96.0]"
tt14673378,movie,Warriors on the Field,Warriors on the Field,0,2022,\N,50.0,Documentary,6.4,50,0,"[50.0,0.0,2022.0,50.0]"
tt14674606,movie,One of Ours,One of Ours,0,2021,\N,88.0,Documentary,8.7,67,1,"[67.0,0.0,2021.0,88.0]"
tt14684116,movie,Passion,Passion,0,2021,\N,92.0,Documentary,5.4,67,0,"[67.0,0.0,2021.0,92.0]"
tt14686256,movie,Birds of America,Birds of America,0,2021,\N,80.0,Documentary,7.2,57,0,"[57.0,0.0,2021.0,80.0]"
tt14695626,movie,Recession Proof,Recession Proof,0,2023,\N,92.27826086956522,Comedy,6.5,50,0,"[50.0,0.0,2023.0,92.27826086956522]"
tt14697622,movie,Until Tomorrow,Until Tomorrow,0,2022,\N,106.0,Drama,7.3,55,0,"[55.0,0.0,2022.0,106.0]"
tt14701278,movie,Fighting Chance,Brink of Faith,0,2022,\N,76.0,Drama,6.5,85,0,"[85.0,0.0,2022.0,76.0]"
tt14703070,movie,Ribbon,Ribbon,0,2021,\N,115.0,Drama,6.3,88,0,"[88.0,0.0,2021.0,115.0]"
tt14703148,tvMovie,Reign of the Superwomen,Le Règne des super-héroïnes,0,2021,\N,82.0,Documentary,5.3,68,0,"[68.0,0.0,2021.0,82.0]"
tt14714354,movie,"Show Business Is My Life, But I Can't Prove It","Show Business Is My Life, But I Can't Prove It",0,2022,\N,96.0,Documentary,8.0,72,1,"[72.0,0.0,2022.0,96.0]"
tt14720826,movie,I'll Show You Mine,I'll Show You Mine,0,2022,\N,102.0,Drama,6.3,81,0,"[81.0,0.0,2022.0,102.0]"
tt14722516,movie,A Letter from Yene,A Letter from Yene,0,2022,\N,50.0,Documentary,6.1,89,0,"[89.0,0.0,2022.0,50.0]"
tt14726278,movie,The Right to Read,The Right to Read,0,2023,\N,80.0,Documentary,7.7,51,1,"[51.0,0.0,2023.0,80.0]"
tt14728942,movie,Moral Nights,Vishudha Rathrikal,0,2021,\N,93.0,Drama,8.0,54,1,"[54.0,0.0,2021.0,93.0]"
tt14730998,movie,Plastic Earth,Plastic Earth,0,2023,\N,100.0,Documentary,7.2,64,0,"[64.0,0.0,2023.0,100.0]"
tt14734116,movie,Sciema po polsku,Sciema po polsku,0,2021,\N,91.0,Comedy,3.2,60,0,"[60.0,0.0,2021.0,91.0]"
tt14734896,movie,The Glass House,The Glass House,0,2023,\N,99.0,Drama,6.4,77,0,"[77.0,0.0,2023.0,99.0]"
tt14747784,movie,Pazhagiya Naatkal,Pazhagiya Naatkal,0,2021,\N,127.0,Drama,8.9,70,1,"[70.0,0.0,2021.0,127.0]"
tt14772866,movie,Royal Ashes,Royal Ashes,0,2022,\N,113.0,Drama,6.7,82,0,"[82.0,0.0,2022.0,113.0]"
tt14780124,movie,Priplyli!,Priplyli!,0,2022,\N,85.0,Comedy,4.8,53,0,"[53.0,0.0,2022.0,85.0]"
tt14780728,movie,Salvador,Salvador,0,2021,\N,87.0,Drama,7.2,51,0,"[51.0,0.0,2021.0,87.0]"
tt14786652,movie,Mom n' Pop: The Indie Video Store Boom of the 80s/90s,Mom n' Pop: The Indie Video Store Boom of the 80s/90s,0,2022,\N,80.0,Documentary,6.9,63,0,"[63.0,0.0,2022.0,80.0]"
tt14787234,tvMovie,What Are We Feeding Our Kids?,What Are We Feeding Our Kids?,0,2021,\N,58.0,Documentary,7.0,57,0,"[57.0,0.0,2021.0,58.0]"
tt14791580,movie,Rogue Shark?,Rogue Shark?,0,2021,\N,92.27826086956522,Documentary,6.4,77,0,"[77.0,0.0,2021.0,92.27826086956522]"
tt14795302,movie,A Part of Us,A Metade de Nós,0,2023,\N,89.0,Drama,6.8,57,0,"[57.0,0.0,2023.0,89.0]"
tt14797614,movie,Into the Spotlight,Into the Spotlight,0,2023,\N,92.27826086956522,Drama,7.4,89,0,"[89.0,0.0,2023.0,92.27826086956522]"
tt14797706,movie,Confessions of a Good Samaritan,Confessions of a Good Samaritan,0,2023,\N,105.0,Documentary,7.3,81,0,"[81.0,0.0,2023.0,105.0]"
tt14811294,movie,James Hemings: Ghost in America's Kitchen,James Hemings: Ghost in America's Kitchen,0,2022,\N,63.0,Documentary,7.8,51,1,"[51.0,0.0,2022.0,63.0]"
tt14812864,movie,The Mayberry Effect,The Mayberry Effect,0,2021,\N,90.0,Documentary,7.2,58,0,"[58.0,0.0,2021.0,90.0]"
tt14812930,movie,Danny Doom,Danny Doom,0,2021,\N,84.0,Comedy,3.8,78,0,"[78.0,0.0,2021.0,84.0]"
tt14814198,movie,McCartney: Now and Then,McCartney: Now and Then,0,2021,\N,52.0,Documentary,6.2,83,0,"[83.0,0.0,2021.0,52.0]"
tt14814326,movie,Eric Clapton: Standing at the Crossroads,Eric Clapton: Standing at the Crossroads,0,2021,\N,92.0,Documentary,7.1,90,0,"[90.0,0.0,2021.0,92.0]"
tt14818156,movie,My Name Is Bulger,My Name Is Bulger,0,2021,\N,90.0,Documentary,6.2,62,0,"[62.0,0.0,2021.0,90.0]"
tt14824860,tvMovie,13 minut,13 minut,0,2021,\N,84.0,Documentary,7.9,79,1,"[79.0,0.0,2021.0,84.0]"
